IO number,Date,Partner name,Partner type,Offer name,Vertical,Offer18 ID,Model,Payout,Geo,Cap (monthly),Prepay ref,Status,Signed date,Notes
CL-IO-2026-001,,,,,,,,,,,,Draft,,
